0.128000000,2.816000000,55
0.128000000,2.816000000,55
0.128000000,2.816000000,70
0.128000000,2.816000000,74
0.128000000,2.816000000,65
0.128000000,2.816000000,67
2.944000000,3.328000000,48
2.944000000,3.328000000,48
2.944000000,3.328000000,70
2.944000000,3.328000000,72
2.944000000,3.328000000,64
2.944000000,3.328000000,67
6.272000000,1.152000000,53
6.272000000,1.152000000,53
6.272000000,1.152000000,69
6.272000000,1.152000000,72
6.272000000,1.152000000,64
6.272000000,1.152000000,65
7.424000000,1.792000000,46
7.424000000,1.792000000,46
7.424000000,1.792000000,70
7.424000000,1.792000000,74
7.424000000,1.792000000,65
7.424000000,1.792000000,67
9.216000000,1.408000000,45
9.216000000,1.408000000,45
9.216000000,1.408000000,69
9.216000000,1.408000000,72
9.216000000,1.408000000,64
9.216000000,1.408000000,67
10.624000000,1.280000000,50
10.624000000,1.280000000,50
10.624000000,1.280000000,69
10.624000000,1.280000000,72
10.624000000,1.280000000,74
10.624000000,1.280000000,66
11.904000000,3.072000000,55
11.904000000,3.072000000,55
11.904000000,3.072000000,70
11.904000000,3.072000000,74
11.904000000,3.072000000,65
11.904000000,3.072000000,67
14.976000000,3.200000000,48
14.976000000,3.200000000,48
14.976000000,3.200000000,70
14.976000000,3.200000000,72
14.976000000,3.200000000,64
14.976000000,3.200000000,67
18.176000000,1.152000000,53
18.176000000,1.152000000,53
18.176000000,1.152000000,69
18.176000000,1.152000000,72
18.176000000,1.152000000,64
18.176000000,1.152000000,65
19.328000000,1.792000000,46
19.328000000,1.792000000,46
19.328000000,1.792000000,70
19.328000000,1.792000000,74
19.328000000,1.792000000,65
19.328000000,1.792000000,67
21.120000000,1.408000000,45
21.120000000,1.408000000,45
21.120000000,1.408000000,69
21.120000000,1.408000000,72
21.120000000,1.408000000,64
21.120000000,1.408000000,67
22.528000000,1.408000000,50
22.528000000,1.408000000,50
22.528000000,1.408000000,69
22.528000000,1.408000000,72
22.528000000,1.408000000,74
22.528000000,1.408000000,66
23.936000000,3.072000000,55
23.936000000,3.072000000,55
23.936000000,3.072000000,70
23.936000000,3.072000000,74
23.936000000,3.072000000,65
23.936000000,3.072000000,67
27.008000000,2.048000000,48
27.008000000,2.048000000,48
27.008000000,2.048000000,70
27.008000000,2.048000000,72
27.008000000,2.048000000,64
27.008000000,2.048000000,67
