0.256000000,5.376000000,45
0.256000000,5.376000000,45
0.256000000,5.376000000,69
0.256000000,5.376000000,73
0.256000000,5.376000000,64
5.632000000,5.120000000,47
5.632000000,5.120000000,47
5.632000000,5.120000000,71
5.632000000,5.120000000,63
5.632000000,5.120000000,66
10.752000000,5.888000000,49
10.752000000,5.888000000,49
10.752000000,5.888000000,73
10.752000000,5.888000000,64
10.752000000,5.888000000,68
16.640000000,3.072000000,54
16.640000000,3.072000000,54
16.640000000,3.072000000,70
16.640000000,3.072000000,73
16.640000000,3.072000000,64
16.640000000,3.072000000,66
19.712000000,2.688000000,47
19.712000000,2.688000000,47
19.712000000,2.688000000,71
19.712000000,2.688000000,63
19.712000000,2.688000000,66
22.400000000,1.024000000,49
22.400000000,1.024000000,70
22.400000000,1.024000000,73
22.400000000,1.024000000,66
23.424000000,4.224000000,49
23.424000000,4.224000000,49
23.424000000,4.224000000,73
23.424000000,4.224000000,64
23.424000000,4.224000000,67
27.648000000,1.408000000,47
27.648000000,1.408000000,71
27.648000000,1.408000000,64
27.648000000,1.408000000,68
