0.128000000,1.536000000,53
0.128000000,1.536000000,53
0.128000000,1.536000000,72
0.128000000,1.536000000,63
0.128000000,1.536000000,65
0.128000000,1.536000000,68
1.664000000,2.560000000,51
1.664000000,2.560000000,51
1.664000000,2.560000000,70
1.664000000,2.560000000,74
1.664000000,2.560000000,63
1.664000000,2.560000000,67
4.224000000,3.456000000,53
4.224000000,3.456000000,53
4.224000000,3.456000000,72
4.224000000,3.456000000,63
4.224000000,3.456000000,65
4.224000000,3.456000000,68
7.680000000,2.560000000,51
7.680000000,2.560000000,51
7.680000000,2.560000000,70
7.680000000,2.560000000,74
7.680000000,2.560000000,63
7.680000000,2.560000000,67
10.240000000,2.688000000,53
10.240000000,2.688000000,53
10.240000000,2.688000000,72
10.240000000,2.688000000,63
10.240000000,2.688000000,65
10.240000000,2.688000000,68
12.928000000,3.968000000,51
12.928000000,3.968000000,51
12.928000000,3.968000000,70
12.928000000,3.968000000,72
12.928000000,3.968000000,63
12.928000000,3.968000000,67
16.896000000,2.048000000,53
16.896000000,2.048000000,53
16.896000000,2.048000000,72
16.896000000,2.048000000,63
16.896000000,2.048000000,65
16.896000000,2.048000000,68
18.944000000,3.968000000,51
18.944000000,3.968000000,51
18.944000000,3.968000000,70
18.944000000,3.968000000,72
18.944000000,3.968000000,63
18.944000000,3.968000000,67
22.912000000,2.944000000,53
22.912000000,2.944000000,53
22.912000000,2.944000000,72
22.912000000,2.944000000,63
22.912000000,2.944000000,65
22.912000000,2.944000000,68
25.856000000,3.200000000,51
25.856000000,3.200000000,51
25.856000000,3.200000000,70
25.856000000,3.200000000,74
25.856000000,3.200000000,63
25.856000000,3.200000000,67
