0.128000000,1.152000000,46
0.128000000,1.152000000,46
0.128000000,1.152000000,69
0.128000000,1.152000000,70
0.128000000,1.152000000,74
0.128000000,1.152000000,65
1.280000000,1.408000000,51
1.280000000,1.408000000,73
1.280000000,1.408000000,65
1.280000000,1.408000000,68
2.688000000,1.536000000,50
2.688000000,1.536000000,50
2.688000000,1.536000000,69
2.688000000,1.536000000,72
2.688000000,1.536000000,74
2.688000000,1.536000000,65
4.224000000,1.280000000,53
4.224000000,1.280000000,53
4.224000000,1.280000000,69
4.224000000,1.280000000,72
4.224000000,1.280000000,64
4.224000000,1.280000000,65
5.504000000,4.352000000,50
5.504000000,4.352000000,50
5.504000000,4.352000000,72
5.504000000,4.352000000,74
5.504000000,4.352000000,65
5.504000000,4.352000000,68
9.856000000,1.408000000,53
9.856000000,1.408000000,53
9.856000000,1.408000000,69
9.856000000,1.408000000,72
9.856000000,1.408000000,64
9.856000000,1.408000000,65
11.264000000,10.112000000,50
11.264000000,10.112000000,50
11.264000000,10.112000000,72
11.264000000,10.112000000,74
11.264000000,10.112000000,65
11.264000000,10.112000000,68
21.376000000,1.408000000,53
21.376000000,1.408000000,53
21.376000000,1.408000000,69
21.376000000,1.408000000,72
21.376000000,1.408000000,64
21.376000000,1.408000000,65
22.784000000,2.816000000,46
22.784000000,2.816000000,70
22.784000000,2.816000000,73
22.784000000,2.816000000,65
25.600000000,3.456000000,53
25.600000000,3.456000000,53
25.600000000,3.456000000,69
25.600000000,3.456000000,72
25.600000000,3.456000000,74
25.600000000,3.456000000,65
